Date,Symbol,Open,High,Low,Close,Volume,Return,SMA_5,SMA_10,SMA_20,EMA_10,BB_Middle,BB_Std,BB_Upper,BB_Lower,Momentum_10,Volatility_10,MACD,MACD_Signal,RSI_14,LogReturn
2020-07-24 00:00:00-04:00,MSFT,0.009007786806356721,0.0,0.0026098928592047654,0.0013890901711487436,0.3922744894576794,0.39796620114703435,0.014858490611351471,0.007142106917551572,0.0003059434262704386,0.005229844063669997,0.0003059434262704386,0.09960270850640826,0.011155667230352995,0.0215930829424843,0.2861211123511585,0.5697861349999069,0.4124370084586474,0.4214299504210881,0.3732806797656512,0.4193782205517273
2020-07-24 00:00:00-04:00,NVDA,0.0,0.0,0.0,0.0,0.2596134097081175,0.42593839251666044,0.00029431757323267194,0.0,0.0,0.0,0.0,0.020049849738480778,0.0009461685736354003,0.0,0.49481482590426606,0.21062242711004847,0.4023038383485075,0.36331549081394415,0.5439313308500033,0.47599380053830975
2020-07-24 00:00:00-04:00,^GSPC,0.0,0.0,0.0,0.0,0.3698093122651987,0.3457585631410697,0.004765003647573485,0.0,0.0,0.0,0.0,0.20804243126773148,0.0064274491392462,0.0,0.6410820661768893,0.14098869436480582,0.7231619695422316,0.7336011457967783,0.5109671026528733,0.36326550805864477
2020-07-27 00:00:00-04:00,MSFT,0.012442863166829632,0.0036246260358173688,0.013739071426482896,0.009711779513760788,0.27618526044744207,0.5032341701106068,0.009664387482183345,0.006044773700553341,0.0016340450491949543,0.003712017510412946,0.0016340450491949543,0.08169282565939975,0.008555249229043493,0.02703848167210776,0.35662742067985087,0.5386275975461187,0.4040787615940968,0.4134804276657754,0.4323243590969848,0.5252986427885765
2020-07-27 00:00:00-04:00,NVDA,0.00248721525739444,0.0005375374891973261,0.003182159683377206,0.0016248676047437849,0.13433220818145164,0.46434146828007067,0.00016444156720357705,0.0002715087491183682,0.00047413487118445896,0.0002657220666061888,0.00047413487118445896,0.016253552505170056,0.0007667661948257826,0.0012133296731096088,0.5058414837932497,0.16978717977469365,0.40253098845390756,0.36327570192504954,0.5764494976007726,0.5147307429068052
2020-07-27 00:00:00-04:00,^GSPC,0.00043211398096798526,0.004852430190509738,0.0048778646856535435,0.008120152547456794,0.39796542281276437,0.4334618135285848,0.0039049844492502483,0.0029374011702567593,0.003974070645691663,0.0011394329774250256,0.003974070645691663,0.16020386306229778,0.003115885249640682,0.011138195257977435,0.682759838259582,0.12527687065838364,0.7199406279398249,0.7363947290620032,0.6173942070434528,0.45229644517162787
2020-07-28 00:00:00-04:00,MSFT,0.01944411326542994,0.006008464018946169,0.016662608677958213,0.003738946485071226,0.19320261720495194,0.3819708861953616,0.005153873185097524,0.003887621633224092,0.0022663075032792745,0.0013340951423925773,0.0022663075032792745,0.07210612189873095,0.007088087836795265,0.029873592309506036,0.3326631841161136,0.5372626598530504,0.39272387921426505,0.4044880461022425,0.3491386726210898,0.4031087260437028
2020-07-28 00:00:00-04:00,NVDA,0.0034758386343085312,0.00012042564726438831,0.0031207992190286776,0.00015031968719642075,0.1201581989824533,0.3626578755670389,0.0,0.00015275871673768593,0.0008543040968976567,0.0002058005716124578,0.0008543040968976567,0.010944070845735752,0.0002537899218134215,0.0026096521125809485,0.4968928576314348,0.1506217995287028,0.4015484368564814,0.3630121801504651,0.47071916904126165,0.41081014888654127
2020-07-28 00:00:00-04:00,^GSPC,0.005380786107514579,0.005636644442525318,0.005537382383983713,0.0009595490469618273,0.40627192648338295,0.34393167006977776,0.001216330723039949,0.003667300751737379,0.006824030127653424,0.0007462223240151111,0.006824030127653424,0.12095015060510819,0.0,0.019874748730461578,0.6335630351007081,0.11246966396459421,0.7102216385814908,0.7360905491258614,0.5365290762128394,0.361398045544974
2020-07-29 00:00:00-04:00,MSFT,0.015812762945396908,0.005845316354407104,0.01755969894092635,0.01039730588344645,0.14974106580963772,0.4888397977641337,0.0,0.002531313369944499,0.002363443205061322,0.0006549772984816293,0.002363443205061322,0.07133006567508876,0.007013278207330664,0.030149656873413755,0.35077157156823013,0.54716247909301,0.3888678355257524,0.39640007165762675,0.35755445001339003,0.5109316082085944
